ID,Pred
2022_1116_1395,0.675448863597746
2022_1116_1397,0.4331341185834592
2022_1116_1400,0.4946396170471158
2022_1116_1403,0.48644404729604995
2022_1116_1411,0.9745296019726685
2022_1116_1412,0.7946307227035367
2022_1116_1417,0.5916331754380475
2022_1116_1425,0.6046335184720887
2022_1116_1436,0.8541299804051536
2022_1116_1437,0.42408810386144313
2022_1116_1439,0.6382086226867734
2022_1116_1458,0.5942643587131637
2022_1116_1460,0.9352883897089038
2022_1116_1461,0.8549935069354789
2022_1116_1463,0.9164882200520126
2022_1120_1124,0.36240296751026646
2022_1120_1129,0.7660413903332066
2022_1120_1136,0.9514729578593507
2022_1120_1151,0.8642533559103627
2022_1120_1159,0.8778382208930307
2022_1120_1161,0.6846914988052745
2022_1120_1163,0.5286904929360587
2022_1120_1166,0.5933233849749082
2022_1120_1168,0.9382112758329503
2022_1120_1172,0.7738970528198783
2022_1120_1174,0.9237881017575746
2022_1120_1181,0.4610727117728556
2022_1120_1209,0.920548231449119
2022_1120_1211,0.32834119628664116
2022_1120_1222,0.3926078145486175
2022_1120_1228,0.5392513767172844
2022_1120_1231,0.7330573437155397
2022_1120_1234,0.40483723226634494
2022_1120_1235,0.7834656344923466
2022_1120_1240,0.950769874556816
2022_1120_1242,0.39525283048965687
2022_1120_1246,0.5285593530099744
2022_1120_1255,0.9405509825364153
2022_1120_1260,0.7296606430928974
2022_1120_1261,0.6067337836709692
2022_1120_1266,0.7210824566975509
2022_1120_1272,0.6845053121627698
2022_1120_1274,0.7153798736389554
2022_1120_1276,0.6869985575166533
2022_1120_1277,0.6619047793229611
2022_1120_1286,0.9259537851078209
2022_1120_1293,0.8678876450096328
2022_1120_1308,0.8410757852906711
2022_1120_1313,0.9714916066971689
2022_1120_1314,0.627779028157569
2022_1120_1323,0.740999908080393
2022_1120_1326,0.6518018634258487
2022_1120_1344,0.5542779156393836
2022_1120_1345,0.46845706823503763
2022_1120_1350,0.773535738200779
2022_1120_1353,0.7098454182945908
2022_1120_1355,0.8374856607395722
2022_1120_1361,0.7545158197952512
2022_1120_1362,0.8282219427972588
2022_1120_1371,0.6527418891211032
2022_1120_1388,0.7220666240364936
2022_1120_1389,0.9522411796641972
2022_1120_1394,0.9745890934636069
2022_1120_1395,0.6966860591569113
2022_1120_1397,0.4574920724194783
2022_1120_1400,0.5192878783737919
2022_1120_1403,0.5110969444474133
2022_1120_1411,0.9768665436795633
2022_1120_1412,0.8102599225618268
2022_1120_1417,0.6152306387880024
2022_1120_1425,0.6279521640185093
2022_1120_1436,0.8659947196215876
2022_1120_1437,0.44833969001198803
2022_1120_1439,0.6606584025432036
2022_1120_1458,0.617807998119976
2022_1120_1460,0.9410078144369722
2022_1120_1461,0.8667989623106318
2022_1120_1463,0.9237337719884765
2022_1124_1129,0.8553590501451747
2022_1124_1136,0.9725369051994182
2022_1124_1151,0.9199929019727269
2022_1124_1159,0.928461355114624
2022_1124_1161,0.7968289358238907
2022_1124_1163,0.6695306548021525
2022_1124_1166,0.7248994223563314
2022_1124_1168,0.9648188232470803
2022_1124_1172,0.8607607983494527
2022_1124_1174,0.9563173993355955
2022_1124_1181,0.607102760912096
2022_1124_1209,0.954392120527723
2022_1124_1211,0.4689095869600455
2022_1124_1222,0.538625730321344
2022_1124_1228,0.6788526635655946
2022_1124_1231,0.8322090678258998
2022_1124_1234,0.5512753681341183
2022_1124_1235,0.8672837495097405
2022_1124_1240,0.972130067300579
2022_1124_1242,0.5413776630212859
2022_1124_1246,0.6694141990158673
2022_1124_1255,0.9661873129763736
2022_1124_1260,0.829781058362262
2022_1124_1261,0.7359022920575518
2022_1124_1266,0.8236118174778131
2022_1124_1272,0.7966893032129289
2022_1124_1274,0.8194807024571835
2022_1124_1276,0.7985569005142652
2022_1124_1277,0.7795367825458519
2022_1124_1286,0.9576011361814599
2022_1124_1293,0.9222691157489871
2022_1124_1308,0.9052894382873137
2022_1124_1313,0.9840121464103091
2022_1124_1314,0.7528509041738297
2022_1124_1323,0.8378540355577794
2022_1124_1326,0.7717367319249592
2022_1124_1344,0.6919273769699572
2022_1124_1345,0.6141606305596288
2022_1124_1350,0.8605132739441854
2022_1124_1353,0.8154482843596685
2022_1124_1355,0.9029825856690795
2022_1124_1361,0.8473567906485195
2022_1124_1362,0.8969931524367312
2022_1124_1371,0.772466000000532
2022_1124_1388,0.8243223474540455
2022_1124_1389,0.9729811371052381
2022_1124_1394,0.9857691820476228
2022_1124_1395,0.8057678199548942
2022_1124_1397,0.6036583337060007
2022_1124_1400,0.6611368895639889
2022_1124_1403,0.6537513545859523
2022_1124_1411,0.9870579240997039
2022_1124_1412,0.8852256787400294
2022_1124_1417,0.7427914340582217
2022_1124_1425,0.7529887542933187
2022_1124_1436,0.9210845261571236
2022_1124_1437,0.5947877413564618
2022_1124_1439,0.7785789884064596
2022_1124_1458,0.7448686712957682
2022_1124_1460,0.9664541705057705
2022_1124_1461,0.9215880799187229
2022_1124_1463,0.9562851616272489
2022_1129_1136,0.8556460121618565
2022_1129_1151,0.6580854407049177
2022_1129_1159,0.6847772911237252
2022_1129_1161,0.396304999176485
2022_1129_1163,0.25323858854094417
2022_1129_1166,0.3060650514657052
2022_1129_1168,0.8211197605236774
2022_1129_1172,0.5085358236723971
2022_1129_1174,0.7856099311551242
2022_1129_1181,0.2054902393213418
2022_1129_1209,0.7779081480661032
2022_1129_1211,0.12875644023931077
2022_1129_1222,0.16346556446677385
2022_1129_1228,0.26134827967919827
2022_1129_1231,0.4536058961716366
2022_1129_1234,0.17056169266286125
2022_1129_1235,0.5224040130852463
2022_1129_1240,0.8537679231544286
2022_1129_1242,0.16498616612201167
2022_1129_1246,0.25313907640887157
2022_1129_1255,0.8270760757814102
2022_1129_1260,0.4493245091888861
2022_1129_1261,0.31806068134688914
2022_1129_1266,0.43869388892599526
2022_1129_1272,0.3960987192181591
2022_1129_1274,0.43176746992450654
2022_1129_1276,0.39886957552078783
2022_1129_1277,0.3717987887178247
2022_1129_1286,0.7908130212110125
2022_1129_1293,0.6651005063005264
2022_1129_1308,0.6153725103710905
2022_1129_1313,0.911519617205003
2022_1129_1314,0.3376909232288082
2022_1129_1323,0.46378111302921876
2022_1129_1326,0.3613907730378736
2022_1129_1344,0.2732230262637053
2022_1129_1345,0.21037917896138214
2022_1129_1350,0.5080200351968733
2022_1129_1353,0.4251496729592731
2022_1129_1355,0.6090536619019367
2022_1129_1361,0.4816437304404566
2022_1129_1362,0.5930952918865844
2022_1129_1371,0.3623478186550817
2022_1129_1388,0.4399005077033802
2022_1129_1389,0.8577043765647663
2022_1129_1394,0.9206006119228112
2022_1129_1395,0.4098137644024451
2022_1129_1397,0.2031462539950316
2022_1129_1400,0.24617603285844003
2022_1129_1403,0.24014097720285577
2022_1129_1411,0.9273561071161545
2022_1129_1412,0.5635047167065335
2022_1129_1417,0.3258646699448905
2022_1129_1425,0.33785667296229793
2022_1129_1436,0.661435482513405
2022_1129_1437,0.19723230531992775
2022_1129_1439,0.37050005414988796
2022_1129_1458,0.32826400731316985
2022_1129_1460,0.8282456634078186
2022_1129_1461,0.6629896399472872
2022_1129_1463,0.7854799716532592
2022_1136_1151,0.22841264246574133
2022_1136_1159,0.25044212088269824
2022_1136_1161,0.09170811210608243
2022_1136_1163,0.049572124121866845
2022_1136_1166,0.06352730708324739
2022_1136_1168,0.41383899219455955
2022_1136_1172,0.13729707968862015
2022_1136_1174,0.3604511258519114
2022_1136_1181,0.03825788368251004
2022_1136_1209,0.3501107232037751
2022_1136_1211,0.022224844187252124
2022_1136_1222,0.02917779723247338
2022_1136_1228,0.05161038156099462
2022_1136_1231,0.11322827023267357
2022_1136_1234,0.03065806603993948
2022_1136_1235,0.14400779251999307
2022_1136_1240,0.4731245565818273
2022_1136_1242,0.029493258880655238
2022_1136_1246,0.049547334241488605
2022_1136_1255,0.4238410601890059
2022_1136_1260,0.1115039400718999
2022_1136_1261,0.06693402662947812
2022_1136_1266,0.10730837559470241
2022_1136_1272,0.09163631134430528
2022_1136_1274,0.10463873371843235
2022_1136_1276,0.09260393471094408
2022_1136_1277,0.08343403971817309
2022_1136_1286,0.3676673780739437
2022_1136_1293,0.23398185965870755
2022_1136_1308,0.19748031520728426
2022_1136_1313,0.6130763970820383
2022_1136_1314,0.07271783397483156
2022_1136_1323,0.11740885768930753
2022_1136_1326,0.0800695201509134
2022_1136_1344,0.054660582021434645
2022_1136_1345,0.03936523169230288
2022_1136_1350,0.13705282203671765
2022_1136_1353,0.10213370400242627
2022_1136_1355,0.1932960355552682
2022_1136_1361,0.1250417977438535
2022_1136_1362,0.1831284704109385
2022_1136_1371,0.08037532866227692
2022_1136_1388,0.1077785398424943
2022_1136_1389,0.4810797338390638
2022_1136_1394,0.6407142816555715
2022_1136_1395,0.09649370732116103
2022_1136_1397,0.037730893460068415
2022_1136_1400,0.0478258356734339
2022_1136_1403,0.046354363413137256
2022_1136_1411,0.6625544003625201
2022_1136_1412,0.16566437764028497
2022_1136_1417,0.06920160408924547
2022_1136_1425,0.07276781565792034
2022_1136_1436,0.23105348662592873
2022_1136_1437,0.036412432961511976
2022_1136_1439,0.08300949362984533
2022_1136_1458,0.06990710553782797
2022_1136_1460,0.4258446648222002
2022_1136_1461,0.23229021371259018
2022_1136_1463,0.3602733085218063
2022_1151_1159,0.5259008639893124
2022_1151_1161,0.2510532203576681
2022_1151_1163,0.1476023081961102
2022_1151_1166,0.18381690325960487
2022_1151_1168,0.7009518198269734
2022_1151_1172,0.34570525703649835
2022_1151_1174,0.6517057085575116
2022_1151_1181,0.11666017877334234
2022_1151_1209,0.6413893506653108
2022_1151_1211,0.07016764518851026
2022_1151_1222,0.0907275827025198
2022_1151_1228,0.15302231502335395
2022_1151_1231,0.29770933383578635
2022_1151_1234,0.09502479790845897
2022_1151_1235,0.3583709096800438
2022_1151_1240,0.7488233236391381
2022_1151_1242,0.09164568301300513
2022_1151_1246,0.14753610551891394
2022_1151_1255,0.709493821094616
2022_1151_1260,0.29410735502734875
2022_1151_1261,0.19234933037192792
2022_1151_1266,0.2852468042829467
2022_1151_1272,0.2508911243670421
2022_1151_1274,0.27953657153030453
2022_1151_1276,0.25307187479920756
2022_1151_1277,0.23207603245507769
2022_1151_1286,0.6587469271362713
2022_1151_1293,0.5034973711689421
2022_1151_1308,0.44963006363764546
2022_1151_1313,0.8402667636175097
2022_1151_1314,0.2065711004371965
2022_1151_1323,0.30634820193681445
2022_1151_1326,0.22418354214006053
2022_1151_1344,0.1610482437884765
2022_1151_1345,0.1197542581884925
2022_1151_1350,0.34523860656050076
2022_1151_1353,0.274126433406494
2022_1151_1355,0.44305269553828064
2022_1151_1361,0.3217860143375908
2022_1151_1362,0.42669657988819865
2022_1151_1371,0.2249051982286281
2022_1151_1388,0.28624660234829813
2022_1151_1389,0.7547733751134977
2022_1151_1394,0.855501367627548
2022_1151_1395,0.26175760739844167
2022_1151_1397,0.11518256346404321
2022_1151_1400,0.1429219880399788
2022_1151_1403,0.1389516354085828
2022_1151_1411,0.8669954432236464
2022_1151_1412,0.3973019267140193
2022_1151_1417,0.1979642553229085
2022_1151_1425,0.20669257700860677
2022_1151_1436,0.4993949474511956
2022_1151_1437,0.11147116904960153
2022_1151_1439,0.23108582796963828
2022_1151_1458,0.19970083440898567
2022_1151_1460,0.7111809723305687
2022_1151_1461,0.5011319246845155
2022_1151_1463,0.651530583044157
2022_1159_1161,0.2340334301066369
2022_1159_1163,0.13631929863881997
2022_1159_1166,0.17031871974885693
2022_1159_1168,0.6811719571437718
2022_1159_1172,0.3250536511909665
2022_1159_1174,0.6303861424352839
2022_1159_1181,0.10744430421294315
2022_1159_1209,0.619806699255573
2022_1159_1211,0.06435698237750354
2022_1159_1222,0.08336697910435864
2022_1159_1228,0.1413937152766679
2022_1159_1231,0.27870359262498556
2022_1159_1234,0.08734905796074233
2022_1159_1235,0.3373527973137903
2022_1159_1240,0.7309946571824426
2022_1159_1242,0.08421749398703748
2022_1159_1246,0.1362573476677118
2022_1159_1255,0.6900291024811043
2022_1159_1260,0.27524144194819333
2022_1159_1261,0.17836151002025047
2022_1159_1266,0.2667344933989966
2022_1159_1272,0.23387889154711683
2022_1159_1274,0.2612593911156249
2022_1159_1276,0.23595834842187835
2022_1159_1277,0.2159717797204075
2022_1159_1286,0.6376187043702182
2022_1159_1293,0.4803396745658378
2022_1159_1308,0.42682008399260774
2022_1159_1313,0.8274330162717961
2022_1159_1314,0.19179465852327304
2022_1159_1323,0.2870163482747733
2022_1159_1326,0.20847828127958845
2022_1159_1344,0.14891696684247868
2022_1159_1345,0.11032448614505241
2022_1159_1350,0.3246010474945785
2022_1159_1353,0.25607725898045675
2022_1159_1355,0.42032156048949854
2022_1159_1361,0.3019039753567797
2022_1159_1362,0.40419559849357056
2022_1159_1371,0.20916301153919492
2022_1159_1388,0.2676937068567875
2022_1159_1389,0.7372188375761035
2022_1159_1394,0.8436639068118001
2022_1159_1395,0.24424879241330888
2022_1159_1397,0.10606940053593861
2022_1159_1400,0.13194137219671187
2022_1159_1403,0.12823042143325736
2022_1159_1411,0.8559410295365276
2022_1159_1412,0.3753361986692939
2022_1159_1417,0.18366096560785794
2022_1159_1425,0.19190954738544175
2022_1159_1436,0.4762449493604205
2022_1159_1437,0.10261759349056532
2022_1159_1439,0.21503104706572929
2022_1159_1458,0.18530106223371046
2022_1159_1460,0.691780188792867
2022_1159_1461,0.4779782872071894
2022_1159_1463,0.6302063798524769
2022_1161_1163,0.3621719041817808
2022_1161_1166,0.42479574950921917
2022_1161_1168,0.8848738150605187
2022_1161_1172,0.6340452045565704
2022_1161_1174,0.8598599340703609
2022_1161_1181,0.30219590218489645
2022_1161_1209,0.8543309320685015
2022_1161_1211,0.19836650075913032
2022_1161_1222,0.24653074391143814
2022_1161_1228,0.37203213078613573
2022_1161_1231,0.581601714201337
2022_1161_1234,0.25612872652321017
2022_1161_1235,0.6468313576961323
2022_1161_1240,0.9072010109283697
2022_1161_1242,0.24859441753466927
2022_1161_1246,0.3620503394554436
2022_1161_1255,0.8889942486092782
2022_1161_1260,0.577388857696621
2022_1161_1261,0.4385042582658487
2022_1161_1266,0.5668472164001521
2022_1161_1272,0.5234120055735383
2022_1161_1274,0.5599157855981942
2022_1161_1276,0.5262973083184515
2022_1161_1277,0.4977390469919649
2022_1161_1286,0.8635739582109794
2022_1161_1293,0.7688042306753871
2022_1161_1308,0.7281816076600847
2022_1161_1313,0.9452046472718955
2022_1161_1314,0.4605478179881254
2022_1161_1323,0.5915397007586047
2022_1161_1326,0.48653599124145785
2022_1161_1344,0.386305812390888
2022_1161_1345,0.3084922758313673
2022_1161_1350,0.6335662234468227
2022_1161_1353,0.5532461866947828
2022_1161_1355,0.7228814597753328
2022_1161_1361,0.6087368525165406
2022_1161_1362,0.7093521886490378
2022_1161_1371,0.4875714195771652
2022_1161_1388,0.5680496004712822
2022_1161_1389,0.9098509649989035
2022_1161_1394,0.9510142430929683
2022_1161_1395,0.5376109464900545
2022_1161_1397,0.2991641762702707
2022_1161_1400,0.3535094894976807
2022_1161_1403,0.34605105976174655
2022_1161_1411,0.9553076949405386
2022_1161_1412,0.6837073231785
2022_1161_1417,0.447324961649593
2022_1161_1425,0.460731920997446
2022_1161_1436,0.7658746034091533
2022_1161_1437,0.29147743758009403
2022_1161_1439,0.49634797685552345
2022_1161_1458,0.450021609155943
2022_1161_1460,0.8898008459893669
2022_1161_1461,0.7671181372380564
2022_1161_1463,0.8597669494071878
2022_1163_1166,0.5754322891425727
2022_1163_1168,0.9338000768624849
2022_1163_1172,0.7607466282762494
2022_1163_1174,0.9184367249222465
2022_1163_1181,0.4428271222071112
2022_1163_1209,0.914990295075861
2022_1163_1211,0.31230430459561587
2022_1163_1222,0.37518538845929583
2022_1163_1228,0.5209023155497987
2022_1163_1231,0.7183959463336647
2022_1163_1234,0.3872180843712336
2022_1163_1235,0.7707068423982544
2022_1163_1240,0.9472048022076307
2022_1163_1242,0.3777860341065937
2022_1163_1246,0.5101712667066791
2022_1163_1255,0.9362954773802015
2022_1163_1260,0.7148852472293779
2022_1163_1261,0.5890240044174713
2022_1163_1266,0.7060271112929941
2022_1163_1272,0.6683835932020193
2022_1163_1274,0.7001447165282613
2022_1163_1276,0.6709429967958555
2022_1163_1277,0.645226743376224
2022_1163_1286,0.9207414292023908
2022_1163_1293,0.8592093196651605
2022_1163_1308,0.8309792178416682
2022_1163_1313,0.9693787999577974
2022_1163_1314,0.6104084260323865
2022_1163_1323,0.7266120538039292
2022_1163_1326,0.6349003527082341
2022_1163_1344,0.5360123769506298
2022_1163_1345,0.45016334959320736
2022_1163_1350,0.7603708060783008
2022_1163_1353,0.6944405489707737
2022_1163_1355,0.827207867959942
2022_1163_1361,0.7406159703272854
2022_1163_1362,0.8174859674074215
2022_1163_1371,0.6358605159370948
2022_1163_1388,0.7070428192195153
2022_1163_1389,0.9487769138049085
2022_1163_1394,0.9726993958303235
2022_1163_1395,0.6808966072027597
2022_1163_1397,0.4392726837566253
2022_1163_1400,0.5008796507624889
2022_1163_1403,0.4926814870863224
2022_1163_1411,0.9751418901874669
2022_1163_1412,0.7986742231749977
2022_1163_1417,0.597649753461168
2022_1163_1425,0.6105846297446114
2022_1163_1436,0.8572125074505986
2022_1163_1437,0.43019575931750687
2022_1163_1439,0.6439519561698477
2022_1163_1458,0.6002683626586702
2022_1163_1460,0.9367828124792069
2022_1163_1461,0.8580608183862091
2022_1163_1463,0.9183789173381185
2022_1166_1168,0.9160535649981014
2022_1166_1172,0.7109680165590839
2022_1166_1174,0.897025857248158
2022_1166_1181,0.3807459499060085
2022_1166_1209,0.8927803352078454
2022_1166_1211,0.25998326658667303
2022_1166_1222,0.31718866196426065
2022_1166_1228,0.45685032131018266
2022_1166_1231,0.6637011369486855
2022_1166_1234,0.3283387686093343
2022_1166_1235,0.7222439158541016
2022_1166_1240,0.9327931288914123
2022_1166_1242,0.3195929250336814
2022_1166_1246,0.44620985192552487
2022_1166_1255,0.9191600068395614
2022_1166_1260,0.6598314415879869
2022_1166_1261,0.5257883438485428
2022_1166_1266,0.6501000347015635
2022_1166_1272,0.6092584482312573
2022_1166_1274,0.6436633571119625
2022_1166_1276,0.6120092845503373
2022_1166_1277,0.5845392497332782
2022_1166_1286,0.8998696021413928
2022_1166_1293,0.8252097885463313
2022_1166_1308,0.7918142246048885
2022_1166_1313,0.9607693384088268
2022_1166_1314,0.5479378505689142
2022_1166_1323,0.6727861817471796
2022_1166_1326,0.5736137413151506
2022_1166_1344,0.4719325958113675
2022_1166_1345,0.38776947530442474
2022_1166_1350,0.7105437530731746
2022_1166_1353,0.637441127098164
2022_1166_1355,0.7873925739329415
2022_1166_1361,0.6883647424820758
2022_1166_1362,0.7760370341948714
2022_1166_1371,0.5746270951111001
2022_1166_1388,0.6512135165747819
2022_1166_1389,0.9347648290976842
2022_1166_1394,0.964989834882092
2022_1166_1395,0.6227432122425054
2022_1166_1397,0.37735233366885146
